기준일,요일,성별,연령대,시도,시군구,읍면동,업종,통화건수
20190301,금,남,20대,서울특별시,강서구,등촌동,치킨,12
20190301,금,남,20대,서울특별시,강서구,마곡동,치킨,5
20190301,금,남,20대,서울특별시,강서구,화곡동,치킨,28
20190301,금,남,30대,서울특별시,강서구,내발산동,치킨,54
20190301,금,남,30대,서울특별시,강서구,화곡동,치킨,36
20190301,금,남,50대,서울특별시,강서구,가양동,치킨,13
20190301,금,남,50대,서울특별시,강서구,등촌동,치킨,12
20190301,금,남,60대이상,서울특별시,강서구,내발산동,치킨,7
20190301,금,여,50대,서울특별시,강서구,가양동,치킨,22
20190301,금,여,20대,서울특별시,강서구,마곡동,치킨,5
20190301,금,남,50대,서울특별시,강서구,화곡동,치킨,23
20190301,금,남,40대,서울특별시,강서구,가양동,치킨,35
20190301,금,남,30대,서울특별시,강서구,공항동,치킨,5
20190301,금,여,10대,서울특별시,강서구,내발산동,치킨,8
20190301,금,여,30대,서울특별시,강서구,화곡동,치킨,59
20190301,금,남,60대이상,서울특별시,강서구,화곡동,치킨,15
20190301,금,남,60대이상,서울특별시,강서구,가양동,치킨,11
20190301,금,여,50대,서울특별시,강서구,마곡동,치킨,5
20190301,금,남,10대,서울특별시,강서구,마곡동,치킨,5
20190301,금,여,20대,서울특별시,강서구,등촌동,치킨,9
20190301,금,여,40대,서울특별시,강서구,방화동,치킨,5
20190301,금,여,10대,서울특별시,강서구,화곡동,치킨,10
20190301,금,여,40대,서울특별시,강서구,화곡동,치킨,94
20190301,금,여,10대,서울특별시,강서구,가양동,치킨,12
20190301,금,여,30대,서울특별시,강서구,방화동,치킨,5
20190301,금,여,40대,서울특별시,강서구,마곡동,치킨,5
20190301,금,여,50대,서울특별시,강서구,등촌동,치킨,12
20190301,금,남,10대,서울특별시,강서구,등촌동,치킨,14
20190301,금,남,40대,서울특별시,강서구,내발산동,치킨,56
20190301,금,남,20대,서울특별시,강서구,내발산동,치킨,40
20190301,금,남,60대이상,서울특별시,강서구,방화동,치킨,5
20190301,금,여,40대,서울특별시,강서구,가양동,치킨,68
20190301,금,여,20대,서울특별시,강서구,내발산동,치킨,22
20190301,금,남,40대,서울특별시,강서구,방화동,치킨,5
20190301,금,여,30대,서울특별시,강서구,마곡동,치킨,5
20190301,금,남,40대,서울특별시,강서구,등촌동,치킨,24
20190301,금,남,10대,서울특별시,강서구,화곡동,치킨,18
20190301,금,여,20대,서울특별시,강서구,화곡동,치킨,26
20190301,금,여,30대,서울특별시,강서구,가양동,치킨,41
20190301,금,여,50대,서울특별시,강서구,화곡동,치킨,41
20190301,금,여,40대,서울특별시,강서구,내발산동,치킨,95
20190301,금,남,20대,서울특별시,강서구,방화동,치킨,5
20190301,금,남,50대,서울특별시,강서구,내발산동,치킨,27
20190301,금,남,30대,서울특별시,강서구,가양동,치킨,45
20190301,금,여,50대,서울특별시,강서구,내발산동,치킨,41
20190301,금,여,30대,서울특별시,강서구,내발산동,치킨,49
20190301,금,여,10대,서울특별시,강서구,방화동,치킨,5
20190301,금,남,30대,서울특별시,강서구,등촌동,치킨,14
20190301,금,여,60대이상,서울특별시,강서구,등촌동,치킨,6
20190301,금,여,50대,서울특별시,강서구,방화동,치킨,5
20190301,금,여,40대,서울특별시,강서구,등촌동,치킨,40
20190301,금,여,30대,서울특별시,강서구,등촌동,치킨,20
20190301,금,남,60대이상,서울특별시,강서구,등촌동,치킨,5
20190301,금,여,60대이상,서울특별시,강서구,내발산동,치킨,11
20190301,금,여,60대이상,서울특별시,강서구,가양동,치킨,13
20190301,금,남,40대,서울특별시,강서구,공항동,치킨,5
20190301,금,남,10대,서울특별시,강서구,내발산동,치킨,11
20190301,금,남,10대,서울특별시,강서구,방화동,치킨,5
20190301,금,남,40대,서울특별시,강서구,화곡동,치킨,63
20190301,금,여,60대이상,서울특별시,강서구,화곡동,치킨,15
20190301,금,남,30대,서울특별시,강서구,마곡동,치킨,5
20190301,금,여,20대,서울특별시,강서구,가양동,치킨,28
20190301,금,남,40대,서울특별시,강서구,마곡동,치킨,5
20190301,금,여,10대,서울특별시,강서구,등촌동,치킨,5
20190301,금,남,40대,서울특별시,관악구,봉천동,치킨,5
20190301,금,여,60대이상,서울특별시,관악구,봉천동,치킨,5
20190301,금,여,30대,서울특별시,관악구,신림동,치킨,5
20190301,금,여,40대,서울특별시,관악구,봉천동,치킨,5
20190301,금,남,20대,서울특별시,관악구,신림동,치킨,7
20190301,금,여,20대,서울특별시,관악구,신림동,치킨,11
20190301,금,남,40대,서울특별시,관악구,신림동,치킨,5
20190301,금,여,30대,서울특별시,관악구,봉천동,치킨,5
20190301,금,남,30대,서울특별시,관악구,봉천동,치킨,5
20190301,금,여,40대,서울특별시,관악구,신림동,치킨,6
20190301,금,남,50대,서울특별시,관악구,봉천동,치킨,5
20190301,금,여,20대,서울특별시,관악구,봉천동,치킨,7
20190301,금,남,20대,서울특별시,관악구,봉천동,치킨,9
20190301,금,남,50대,서울특별시,관악구,신림동,치킨,5
20190301,금,여,10대,서울특별시,관악구,신림동,치킨,5
20190301,금,여,50대,서울특별시,관악구,봉천동,치킨,5
20190301,금,남,30대,서울특별시,관악구,신림동,치킨,5
20190301,금,여,10대,서울특별시,광진구,자양동,치킨,5
20190301,금,남,50대,서울특별시,광진구,구의동,치킨,5
20190301,금,여,30대,서울특별시,광진구,구의동,치킨,5
20190301,금,여,30대,서울특별시,광진구,능동,치킨,5
20190301,금,남,10대,서울특별시,광진구,자양동,치킨,5
20190301,금,남,40대,서울특별시,광진구,자양동,치킨,5
20190301,금,남,40대,서울특별시,광진구,능동,치킨,5
20190301,금,남,30대,서울특별시,광진구,능동,치킨,5
20190301,금,여,40대,서울특별시,광진구,광장동,치킨,5
20190301,금,여,20대,서울특별시,광진구,자양동,치킨,5
20190301,금,남,30대,서울특별시,광진구,자양동,치킨,5
20190301,금,남,60대이상,서울특별시,광진구,자양동,치킨,5
20190301,금,여,60대이상,서울특별시,광진구,중곡동,치킨,5
20190301,금,여,40대,서울특별시,광진구,자양동,치킨,5
20190301,금,남,50대,서울특별시,광진구,중곡동,치킨,5
20190301,금,여,40대,서울특별시,광진구,중곡동,치킨,5
20190301,금,여,50대,서울특별시,광진구,능동,치킨,5
20190301,금,남,30대,서울특별시,광진구,구의동,치킨,5
20190301,금,여,50대,서울특별시,광진구,광장동,치킨,5
20190301,금,여,30대,서울특별시,광진구,자양동,치킨,5
20190301,금,여,50대,서울특별시,광진구,구의동,치킨,5
20190301,금,여,50대,서울특별시,광진구,자양동,치킨,5
20190301,금,남,30대,서울특별시,광진구,중곡동,치킨,5
20190301,금,남,20대,서울특별시,광진구,자양동,치킨,5
20190301,금,남,40대,서울특별시,광진구,광장동,치킨,5
20190301,금,남,40대,서울특별시,광진구,중곡동,치킨,5
20190301,금,남,10대,서울특별시,광진구,구의동,치킨,5
20190301,금,여,20대,서울특별시,광진구,구의동,치킨,5
20190301,금,여,30대,서울특별시,구로구,궁동,치킨,5
20190301,금,남,30대,서울특별시,구로구,궁동,치킨,5
20190301,금,여,30대,서울특별시,구로구,구로동,치킨,5
20190301,금,남,50대,서울특별시,구로구,고척동,치킨,5
20190301,금,남,10대,서울특별시,구로구,신도림동,치킨,13
20190301,금,여,40대,서울특별시,구로구,개봉동,치킨,81
20190301,금,여,60대이상,서울특별시,구로구,고척동,치킨,5
20190301,금,여,60대이상,서울특별시,구로구,신도림동,치킨,14
20190301,금,남,60대이상,서울특별시,구로구,개봉동,치킨,8
20190301,금,여,20대,서울특별시,구로구,구로동,치킨,5
20190301,금,여,20대,서울특별시,구로구,신도림동,치킨,18
20190301,금,여,50대,서울특별시,구로구,신도림동,치킨,29
20190301,금,남,50대,서울특별시,구로구,개봉동,치킨,22
20190301,금,여,10대,서울특별시,구로구,궁동,치킨,5
20190301,금,여,20대,서울특별시,구로구,고척동,치킨,5
20190301,금,여,50대,서울특별시,구로구,고척동,치킨,5
20190301,금,남,50대,서울특별시,구로구,신도림동,치킨,18
20190301,금,여,30대,서울특별시,구로구,신도림동,치킨,39
20190301,금,여,20대,서울특별시,구로구,개봉동,치킨,18
20190301,금,여,40대,서울특별시,구로구,신도림동,치킨,68
20190301,금,남,30대,서울특별시,구로구,구로동,치킨,5
20190301,금,여,30대,서울특별시,구로구,고척동,치킨,5
20190301,금,여,10대,서울특별시,구로구,개봉동,치킨,12
20190301,금,여,30대,서울특별시,구로구,개봉동,치킨,40
20190301,금,남,40대,서울특별시,구로구,신도림동,치킨,30
20190301,금,여,50대,서울특별시,구로구,개봉동,치킨,34
20190301,금,남,20대,서울특별시,구로구,개봉동,치킨,21
20190301,금,여,20대,서울특별시,구로구,궁동,치킨,5
20190301,금,남,60대이상,서울특별시,구로구,신도림동,치킨,12
20190301,금,남,20대,서울특별시,구로구,신도림동,치킨,28
20190301,금,남,30대,서울특별시,구로구,개봉동,치킨,28
20190301,금,남,30대,서울특별시,구로구,고척동,치킨,5
20190301,금,남,10대,서울특별시,구로구,궁동,치킨,5
20190301,금,남,40대,서울특별시,구로구,개봉동,치킨,33
20190301,금,여,10대,서울특별시,구로구,신도림동,치킨,12
20190301,금,남,10대,서울특별시,구로구,개봉동,치킨,8
20190301,금,여,60대이상,서울특별시,구로구,개봉동,치킨,17
20190301,금,남,30대,서울특별시,구로구,신도림동,치킨,41
20190301,금,여,40대,서울특별시,구로구,고척동,치킨,5
20190301,금,남,10대,서울특별시,금천구,가산동,치킨,5
20190301,금,남,20대,서울특별시,금천구,독산동,치킨,5
20190301,금,여,10대,서울특별시,금천구,독산동,치킨,5
20190301,금,여,20대,서울특별시,금천구,가산동,치킨,15
20190301,금,여,60대이상,서울특별시,금천구,가산동,치킨,5
20190301,금,여,40대,서울특별시,금천구,독산동,치킨,5
20190301,금,남,50대,서울특별시,금천구,가산동,치킨,9
20190301,금,여,20대,서울특별시,금천구,시흥동,치킨,5
20190301,금,여,50대,서울특별시,금천구,가산동,치킨,18
20190301,금,여,30대,서울특별시,금천구,시흥동,치킨,5
20190301,금,남,50대,서울특별시,금천구,시흥동,치킨,5
20190301,금,남,20대,서울특별시,금천구,시흥동,치킨,5
20190301,금,남,30대,서울특별시,금천구,독산동,치킨,5
20190301,금,여,30대,서울특별시,금천구,가산동,치킨,23
20190301,금,여,50대,서울특별시,금천구,독산동,치킨,5
20190301,금,남,10대,서울특별시,금천구,시흥동,치킨,5
20190301,금,여,40대,서울특별시,금천구,시흥동,치킨,5
20190301,금,남,30대,서울특별시,금천구,시흥동,치킨,5
20190301,금,남,30대,서울특별시,금천구,가산동,치킨,14
20190301,금,남,40대,서울특별시,금천구,가산동,치킨,20
20190301,금,여,10대,서울특별시,금천구,가산동,치킨,6
20190301,금,여,40대,서울특별시,금천구,가산동,치킨,22
20190301,금,여,10대,서울특별시,금천구,시흥동,치킨,5
20190301,금,남,20대,서울특별시,금천구,가산동,치킨,14
20190301,금,여,30대,서울특별시,금천구,독산동,치킨,5
20190301,금,남,60대이상,서울특별시,금천구,가산동,치킨,5
20190301,금,남,60대이상,서울특별시,금천구,시흥동,치킨,5
20190301,금,여,20대,서울특별시,노원구,공릉동,치킨,20
20190301,금,여,60대이상,서울특별시,노원구,공릉동,치킨,14
20190301,금,여,30대,서울특별시,노원구,공릉동,치킨,26
20190301,금,여,10대,서울특별시,노원구,상계동,치킨,16
20190301,금,여,40대,서울특별시,노원구,중계동,치킨,5
20190301,금,남,30대,서울특별시,노원구,상계동,치킨,42
20190301,금,여,40대,서울특별시,노원구,상계동,치킨,120
20190301,금,여,30대,서울특별시,노원구,중계동,치킨,5
20190301,금,여,20대,서울특별시,노원구,상계동,치킨,46
20190301,금,남,10대,서울특별시,노원구,중계동,치킨,5
20190301,금,남,60대이상,서울특별시,노원구,상계동,치킨,9
20190301,금,여,10대,서울특별시,노원구,공릉동,치킨,7
20190301,금,여,50대,서울특별시,노원구,상계동,치킨,39
20190301,금,여,60대이상,서울특별시,노원구,상계동,치킨,20
20190301,금,남,10대,서울특별시,노원구,상계동,치킨,14
20190301,금,남,40대,서울특별시,노원구,중계동,치킨,5
20190301,금,여,40대,서울특별시,노원구,공릉동,치킨,59
20190301,금,남,20대,서울특별시,노원구,중계동,치킨,5
20190301,금,여,50대,서울특별시,노원구,공릉동,치킨,20
20190301,금,여,30대,서울특별시,노원구,상계동,치킨,50
20190301,금,남,10대,서울특별시,노원구,공릉동,치킨,14
20190301,금,남,60대이상,서울특별시,노원구,공릉동,치킨,10
20190301,금,남,40대,서울특별시,노원구,공릉동,치킨,29
20190301,금,남,30대,서울특별시,노원구,공릉동,치킨,28
20190301,금,남,20대,서울특별시,노원구,공릉동,치킨,23
20190301,금,남,20대,서울특별시,노원구,상계동,치킨,34
20190301,금,남,40대,서울특별시,노원구,상계동,치킨,62
20190301,금,남,50대,서울특별시,노원구,공릉동,치킨,11
20190301,금,남,50대,서울특별시,노원구,상계동,치킨,24
20190301,금,여,50대,서울특별시,도봉구,쌍문동,치킨,5
20190301,금,남,40대,서울특별시,도봉구,쌍문동,치킨,5
20190301,금,여,40대,서울특별시,도봉구,쌍문동,치킨,5
20190301,금,여,20대,서울특별시,도봉구,쌍문동,치킨,5
20190301,금,남,30대,서울특별시,도봉구,쌍문동,치킨,5
20190301,금,여,30대,서울특별시,도봉구,쌍문동,치킨,5
20190301,금,남,60대이상,서울특별시,도봉구,쌍문동,치킨,5
20190301,금,남,10대,서울특별시,도봉구,쌍문동,치킨,5
20190301,금,남,20대,서울특별시,도봉구,쌍문동,치킨,5
20190301,금,남,20대,서울특별시,도봉구,방학동,치킨,5
20190301,금,남,50대,서울특별시,도봉구,쌍문동,치킨,5
20190301,금,남,40대,서울특별시,도봉구,도봉동,치킨,5
20190301,금,여,50대,서울특별시,동대문구,청량리동,치킨,5
20190301,금,여,10대,서울특별시,동대문구,청량리동,치킨,5
20190301,금,여,30대,서울특별시,동대문구,제기동,치킨,19
20190301,금,남,10대,서울특별시,동대문구,제기동,치킨,5
20190301,금,여,20대,서울특별시,동대문구,장안동,치킨,6
20190301,금,남,60대이상,서울특별시,동대문구,장안동,치킨,5
20190301,금,남,10대,서울특별시,동대문구,장안동,치킨,5
20190301,금,여,30대,서울특별시,동대문구,장안동,치킨,14
20190301,금,여,50대,서울특별시,동대문구,제기동,치킨,6
20190301,금,남,20대,서울특별시,동대문구,제기동,치킨,11
20190301,금,여,60대이상,서울특별시,동대문구,제기동,치킨,7
20190301,금,남,20대,서울특별시,동대문구,장안동,치킨,11
20190301,금,남,50대,서울특별시,동대문구,제기동,치킨,10
20190301,금,남,50대,서울특별시,동대문구,청량리동,치킨,5
20190301,금,여,40대,서울특별시,동대문구,휘경동,치킨,5
20190301,금,남,30대,서울특별시,동대문구,답십리동,치킨,5
20190301,금,여,40대,서울특별시,동대문구,전농동,치킨,5
20190301,금,남,50대,서울특별시,동대문구,신설동,치킨,5
20190301,금,여,40대,서울특별시,동대문구,청량리동,치킨,5
20190301,금,여,40대,서울특별시,동대문구,제기동,치킨,22
20190301,금,남,50대,서울특별시,동대문구,장안동,치킨,7
20190301,금,남,30대,서울특별시,동대문구,장안동,치킨,18
20190301,금,여,40대,서울특별시,동대문구,장안동,치킨,28
20190301,금,남,40대,서울특별시,동대문구,장안동,치킨,13
20190301,금,여,50대,서울특별시,동대문구,장안동,치킨,11
20190301,금,여,30대,서울특별시,동대문구,전농동,치킨,5
20190301,금,남,30대,서울특별시,동대문구,제기동,치킨,16
20190301,금,여,20대,서울특별시,동대문구,제기동,치킨,10
20190301,금,여,60대이상,서울특별시,동대문구,장안동,치킨,7
20190301,금,남,60대이상,서울특별시,동대문구,제기동,치킨,5
20190301,금,남,20대,서울특별시,동대문구,전농동,치킨,5
20190301,금,여,30대,서울특별시,동대문구,청량리동,치킨,5
20190301,금,남,40대,서울특별시,동대문구,제기동,치킨,23
20190301,금,여,20대,서울특별시,동작구,본동,치킨,5
20190301,금,남,10대,서울특별시,동작구,상도동,치킨,5
20190301,금,남,10대,서울특별시,동작구,본동,치킨,5
20190301,금,여,40대,서울특별시,동작구,신대방동,치킨,157
20190301,금,남,30대,서울특별시,동작구,본동,치킨,5
20190301,금,남,10대,서울특별시,동작구,신대방동,치킨,27
20190301,금,남,60대이상,서울특별시,동작구,신대방동,치킨,16
20190301,금,남,30대,서울특별시,동작구,상도동,치킨,5
20190301,금,여,20대,서울특별시,동작구,상도동,치킨,5
20190301,금,여,40대,서울특별시,동작구,사당동,치킨,5
20190301,금,남,40대,서울특별시,동작구,본동,치킨,5
20190301,금,남,20대,서울특별시,동작구,본동,치킨,5
20190301,금,남,20대,서울특별시,동작구,사당동,치킨,5
20190301,금,남,50대,서울특별시,동작구,신대방동,치킨,54
20190301,금,여,60대이상,서울특별시,동작구,신대방동,치킨,37
20190301,금,남,30대,서울특별시,동작구,대방동,치킨,5
20190301,금,여,60대이상,서울특별시,동작구,사당동,치킨,5
20190301,금,남,20대,서울특별시,동작구,신대방동,치킨,128
20190301,금,여,10대,서울특별시,동작구,신대방동,치킨,22
20190301,금,여,30대,서울특별시,동작구,본동,치킨,5
20190301,금,남,50대,서울특별시,동작구,본동,치킨,5
20190301,금,여,30대,서울특별시,동작구,상도동,치킨,5
20190301,금,여,50대,서울특별시,동작구,노량진동,치킨,5
20190301,금,남,60대이상,서울특별시,동작구,사당동,치킨,5
20190301,금,여,50대,서울특별시,동작구,신대방동,치킨,66
20190301,금,여,20대,서울특별시,동작구,신대방동,치킨,68
20190301,금,남,40대,서울특별시,동작구,신대방동,치킨,108
20190301,금,여,30대,서울특별시,동작구,노량진동,치킨,5
20190301,금,여,60대이상,서울특별시,동작구,상도동,치킨,5
20190301,금,여,30대,서울특별시,동작구,신대방동,치킨,87
20190301,금,남,30대,서울특별시,동작구,노량진동,치킨,5
20190301,금,여,40대,서울특별시,동작구,본동,치킨,5
20190301,금,남,40대,서울특별시,동작구,사당동,치킨,5
20190301,금,남,30대,서울특별시,동작구,신대방동,치킨,137
20190301,금,여,20대,서울특별시,동작구,사당동,치킨,5
20190301,금,여,60대이상,서울특별시,마포구,합정동,치킨,5
20190301,금,여,30대,서울특별시,마포구,상수동,치킨,5
20190301,금,남,50대,서울특별시,마포구,합정동,치킨,10
20190301,금,남,20대,서울특별시,마포구,마포동,치킨,5
20190301,금,여,50대,서울특별시,마포구,합정동,치킨,7
20190301,금,여,50대,서울특별시,마포구,상암동,치킨,11
20190301,금,남,30대,서울특별시,마포구,상암동,치킨,16
